nombre,categoria,direccion_completa,barrio,comuna
JARDIN JAPONES RESTAURANTE,RESTAURANTE,"CASARES AV. y FIGUEROA ALCORTA, PRES. AV.",Palermo,Comuna 14
JARP'S,CAFE,"IRIGOYEN, BERNARDO de 378",Monserrat,Comuna 1
JARRITO,CAFE,ROSARIO 400,Caballito,Comuna 6
J.D,CAFE,SAN JOSE 300,Monserrat,Comuna 1
JEREMIAS,RESTAURANTE,TALCAHUANO 394,San Nicolas,Comuna 1
JETRO,RESTAURANTE,CORDOBA AV. 2900,Balvanera,Comuna 3
JIMBO,,CORRIENTES AV. 5400,Villa Crespo,Comuna 15
JOAN BAR,BAR,HUMBERTO 1Âº 420,San Telmo,Comuna 1
JOAN COLL POSADAS,RESTAURANTE,POSADAS 1387,Recoleta,Comuna 2
JOAN PUB GENESIS IV,RESTAURANTE,RIVADAVIA AV. 7493,Flores,Comuna 7
JOBS BAR,PUB,ARENALES 2932,Recoleta,Comuna 2
JOSE ANTONIO,BAR,MONTEVIDEO 462,San Nicolas,Comuna 1
JUANA M,RESTAURANTE,"PELLEGRINI, CARLOS 1535",Retiro,Comuna 1
JUAN Y JUAN,BAR,LAVALLE 441,San Nicolas,Comuna 1
JUAN Y JUAN,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 1602",NuÃÆÃÂ±ez,Comuna 13
JUMP BACK,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1808",Puerto Madero,Comuna 1
JUNGLA MAGICA,RESTAURANTE,"HERNANDEZ, JOSE 2753",Belgrano,Comuna 13
JUNIN,PUB,JUNIN 1115,Recoleta,Comuna 2
JUSTINA,CAFE,"URIBURU JOSE E., Pres. 497",Balvanera,Comuna 3
KANTUKA,RESTAURANTE,FOURNIER 2445,Nueva Pompeya,Comuna 4
KARILI,CAFE,AVELLANEDA 399,Caballito,Comuna 6
KASS,RESTAURANTE,MONROE AV. 3495,Coghlan,Comuna 12
"KATMANDU, INDIA",RESTAURANTE,CORDOBA AV. 3547,Palermo,Comuna 14
KATRINE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 138",Puerto Madero,Comuna 1
KEANU,RESTAURANTE,CRAMER AV. 3001,NuÃÆÃÂ±ez,Comuna 13
KEFREN,RESTAURANTE,"PELLEGRINI, CARLOS 699",San Nicolas,Comuna 1
KELLER'S,RESTAURANTE,FRENCH 2762,Recoleta,Comuna 2
KENTOCKY,RESTAURANTE,SANTA FE AV. 4602,Palermo,Comuna 14
Kentucky,RESTAURANTE,TRIUNVIRATO AV. 4500,Villa Urquiza,Comuna 12
KENZO CAFE,RESTAURANTE,JURAMENTO AV. 1717,Belgrano,Comuna 13
KILKENNY,RESTAURANTE,"ALVEAR, MARCELO T. De 399",Retiro,Comuna 1
KING SAO,,INDEPENDENCIA AV. 1802,San Cristobal,Comuna 3
KITAYAMA,,"PINO, Virrey del 2448",Colegiales,Comuna 13
KLASS,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 3991",Saavedra,Comuna 12
KOSOKA CLUB LIBANES,RESTAURANTE,JUNIN 1462,Recoleta,Comuna 2
KRISHNA,RESTAURANTE,MALABIA 1833,Palermo,Comuna 14
KULI,BAR,MORENO 2001,Balvanera,Comuna 3
KUNST,RESTAURANTE,CABELLO 3772,Palermo,Comuna 14
LA ACADEMIA,SANDWICHERIA,CALLAO AV. 368,Balvanera,Comuna 3
LA ALAMBRA,RESTAURANTE,SARMIENTO 2002,Balvanera,Comuna 3
LA ALDEA,RESTAURANTE,"GUTIERREZ, RICARDO 4224",Villa Devoto,Comuna 11
LA ALHAMBRA,RESTAURANTE,CHARCAS 4301,Palermo,Comuna 14
LA ALHAMBRA,RESTAURANTE,CHARCAS 4309,Palermo,Comuna 14
LA AMERICANA,RESTAURANTE,CALLAO AV. 83,San Nicolas,Comuna 1
LA AMISTAD,RESTAURANTE,SALTA 654,Monserrat,Comuna 1
LA AMISTAD,RESTAURANTE,BRASIL 1400,Constitucion,Comuna 1
LA ANTIGUA MARECHARE,RESTAURANTE,DIRECTORIO AV. 4792,Parque Avellaneda,Comuna 9
LA ARGENTINA,RESTAURANTE,DE MAYO AV. 860,Monserrat,Comuna 1
LA BA-GO,CAFE,"LARRALDE, CRISOLOGO AV. 4896",Saavedra,Comuna 12
LA BAGUETTE,BAR,MAIPU 484,San Nicolas,Comuna 1
LA BAITA,RESTAURANTE,THAMES 1603,Palermo,Comuna 14
LA BAMBA,BAR,RIVADAVIA AV. 2502,Balvanera,Comuna 3
LA BAMBULA,RESTAURANTE,"GOYENA, PEDRO AV. 201",Caballito,Comuna 6
LA BANANA,,ISABEL LA CATOLICA 752,Barracas,Comuna 4
LA BANCA,BAR,RECONQUISTA 335,San Nicolas,Comuna 1
LA BANCADA,CAFE,"YRIGOYEN, HIPOLITO 1802",Balvanera,Comuna 3
LA BANDA BAR,CAFE,SARMIENTO 2187,Balvanera,Comuna 3
LA BARCA,CAFE,25 DE MAYO 376,San Nicolas,Comuna 1
LA BARRA,CAFE,NAZCA AV. 308,Flores,Comuna 7
LA BARRA,RESTAURANTE,JUNCAL 2383,Recoleta,Comuna 2
LA BARRA,RESTAURANTE,GUEMES 4502,Palermo,Comuna 14
LA BARRA,CAFE,CORDOBA AV. 484,San Nicolas,Comuna 1
LA BARRICA,RESTAURANTE,MAGALLANES 847,Boca,Comuna 4
LA BIBLIOTECA CAE,RESTAURANTE,"ALVEAR, MARCELO T. De 1155",Retiro,Comuna 1
LA BIELA,RESTAURANTE,"QUINTANA, MANUEL, PRES. AV. 600",Recoleta,Comuna 2
LA BISTECCA,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1890",Puerto Madero,Comuna 1
LA BLANQIADA,,SALTA 135,Monserrat,Comuna 1
LA BLANQUEADA,RESTAURANTE,SAENZ AV. 1201,Nueva Pompeya,Comuna 4
LA BLU BLONA,RESTAURANTE,THAMES 1776,Palermo,Comuna 14
LA BODEGA BORBORE,,MOSCONI GENERAL AV. 3654,Villa Devoto,Comuna 11
LA BODEGUITA,VINERIA,SARMIENTO 1594,San Nicolas,Comuna 1
LA BOHEME,,IRIGOYEN 1642,Versalles,Comuna 10
LA BOHEMIA,CAFE,YERBAL 1657,Caballito,Comuna 6
LA BOLSA DE CAFE,CAFE,PUEYRREDON AV. 1375,Recoleta,Comuna 2
LA BOMBONERA,RESTAURANTE,"VALLE IBERLUCEA del, Dr. 1257",Boca,Comuna 4
LA BONNE VIE,VINERIA,CORRIENTES AV. 1660,San Nicolas,Comuna 1
LA BOQUERIA,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 1398",Palermo,Comuna 14
LA BOTICA,CAFE,"ARANGUREN, JUAN F., Dr. 1013",Caballito,Comuna 6
LA BRIGADA,RESTAURANTE,ESTADOS UNIDOS 465,San Telmo,Comuna 1
LA BRIOCHE DOREE,RESTAURANTE,SAN MARTIN 490,San Nicolas,Comuna 1
LA BUENA MEDIDA,RESTAURANTE,SUAREZ 101,Boca,Comuna 4
L' ABUFFATTA,RESTAURANTE,"ARANGUREN, JUAN F., Dr. 4602",Velez Sarsfield,Comuna 10
LA CABALLERIZA,RESTAURANTE,"LOPEZ, VICENTE 2024",Recoleta,Comuna 2
LA CABALLERIZA,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 580",Puerto Madero,Comuna 1
LA CABAÃÆÃ¢â¬ËA,RESTAURANTE,RODRIGUEZ PEÃÆÃ¢â¬ËA 1967,Recoleta,Comuna 2
LA CABAÃÆÃ¢â¬ËA DEL TIO BETO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 4802",Parque Avellaneda,Comuna 9
LA CABRERA,RESTAURANTE,"CABRERA, JOSE A. 5099",Palermo,Comuna 14
LA CALDA,RESTAURANTE,JUNCAL 2421,Recoleta,Comuna 2
LA CAMILA,RESTAURANTE,HUMBOLDT 1668,Palermo,Comuna 14
LA CAMPIÃÆÃ¢â¬ËA,CAFE,"ALBERDI, JUAN BAUTISTA AV. 1228",Caballito,Comuna 6
LA CANCHA,RESTAURANTE,BRANDSEN 697,Boca,Comuna 4
LA CANDELA,RESTAURANTE,"MITRE, BARTOLOME 1682",San Nicolas,Comuna 1
LA CANDELA,RESTAURANTE,CALLAO AV. 186,Balvanera,Comuna 3
LA CANTINA DE ARNOLDO,RESTAURANTE,"CABRERA, JOSE A. 3602",Palermo,Comuna 14
LA CANTINA DE JUAN CROCCO,RESTAURANTE,PRINGLES 956,Almagro,Comuna 5
LA CARPA,,VARELA AV. 1103,Flores,Comuna 7
LA CARRA,RESTAURANTE,LAVALLE 1609,San Nicolas,Comuna 1
LA CARRETERIA,RESTAURANTE,BRASIL 656,San Telmo,Comuna 1
LA CASA DE ANIBAL TROILO,,"CALVO, CARLOS 2540",San Cristobal,Comuna 3
LA CASA DE ESTEBAN DE LUCA,RESTAURANTE,DEFENSA 1000,San Telmo,Comuna 1
LA CASA DE JOSE,RESTAURANTE,ARENALES 2659,Recoleta,Comuna 2
LA CASA DE OSHAUA,RESTAURANTE,CIUDAD DE LA PAZ 421,Colegiales,Comuna 13
LA CASONA,RESTAURANTE,DORREGO 1717,Palermo,Comuna 14
LA CASONA,RESTAURANTE,CORRIENTES AV. 690,San Nicolas,Comuna 1
LA CASONA DE CÃâÃÂ NDIDO,RESTAURANTE,DORREGO 1717,Palermo,Comuna 14
LA CASONA DEL NONO,RESTAURANTE,LAVALLE 827,San Nicolas,Comuna 1
LA CASONA DEL PROGRESO,RESTAURANTE,TUCUMAN 874,San Nicolas,Comuna 1
LA CASONA DE RAQUEL,RESTAURANTE,OLAVARRIA 644,Boca,Comuna 4
LA CASONA DE ROQUE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 256",Puerto Madero,Comuna 1
LA CASONA DE SAN TELMO,RESTAURANTE,"CALVO, CARLOS 240",San Telmo,Comuna 1
LA CASTELLANA,RESTAURANTE,BELGRANO AV. 2902,Balvanera,Comuna 3
LA CATEDRA,BAR,JUNIN 901,Recoleta,Comuna 2
LA CATEDRAL DEL FUTBOL,RESTAURANTE,MONTIEL 1502,Mataderos,Comuna 9
LA CAUTIVA,RESTAURANTE,"ALSINA, ADOLFO 431",Monserrat,Comuna 1
LA CENTRAL,RESTAURANTE,"GARAY, JUAN DE AV. 1182",Constitucion,Comuna 1
LA CHACRA,RESTAURANTE,CORDOBA AV. 941,Retiro,Comuna 1
LA CHIRILISIMA,BAR,OLAVARRIA 695,Boca,Comuna 4
LA CHOLITA,BAR,RODRIGUEZ PEÃÆÃ¢â¬ËA 1165,Recoleta,Comuna 2
LA CHURRASQUITA,RESTAURANTE,CORRIENTES AV. 1220,San Nicolas,Comuna 1
LA CIGALE,RESTAURANTE,25 DE MAYO 722,San Nicolas,Comuna 1
LA CIGÃâÃ¯Â¿Â½EÃÆÃ¢â¬ËA,RESTAURANTE,"ALVEAR, MARCELO T. De 2299",Recoleta,Comuna 2
LA CIRILLA,RESTAURANTE,"ORTIZ, ROBERTO M., Pres. 1863",Recoleta,Comuna 2
LA CLAC,RESTAURANTE,CHILE 802,Monserrat,Comuna 1
LA COLONIA,RESTAURANTE,PUEYRREDON AV. 1501,Recoleta,Comuna 2
LA COMPARSA,RESTAURANTE,ECUADOR 1418,Recoleta,Comuna 2
LA CONTINENTAL,RESTAURANTE,SOLER 3391,Recoleta,Comuna 2
LA CONTINENTAL,RESTAURANTE,"GALLARDO, ANGEL AV. 12",Almagro,Comuna 5
LA CONTINENTAL,RESTAURANTE,CALLAO AV. 361,San Nicolas,Comuna 1
LA CONTINENTAL,RESTAURANTE,RIVADAVIA AV. 11350,Liniers,Comuna 9
LA CONTINENTAL,RESTAURANTE,SAENZ AV. 1014,Nueva Pompeya,Comuna 4
LA CONTINENTAL,RESTAURANTE,ENTRE RIOS AV. 415,Balvanera,Comuna 3
LA CONTINENTAL,RESTAURANTE,RIVADAVIA AV. 5434,Caballito,Comuna 6
LA CONTINENTAL PIZZERIA,RESTAURANTE,CALLAO AV. 202,Balvanera,Comuna 3
LA CONZUELO,RESTAURANTE,HONDURAS 5600,Palermo,Comuna 14
LA CORONA,RESTAURANTE,SAN MARTIN AV. 2800,Villa Gral. Mitre,Comuna 11
LA CORTE,RESTAURANTE,AREVALO 2977,Palermo,Comuna 14
LA CORUÃÆÃ¢â¬ËA,RESTAURANTE,BOLIVAR 986,San Telmo,Comuna 1
LA CROIX,RESTAURANTE,"CABRERA, JOSE A. 3199",Recoleta,Comuna 2
LACROZE,RESTAURANTE,"LACROZE, FEDERICO AV. 4013",Chacarita,Comuna 15
LA CUBANA,RESTAURANTE,O'BRIEN 1170,Constitucion,Comuna 1
LA CUEVA,BAR,"BUFANO, ALFREDO R. 2002",Villa Gral. Mitre,Comuna 11
LA CUEVA DEL CAMIONERO,RESTAURANTE,PEPIRI 695,Parque Patricios,Comuna 4
LA CUEVA DEL OSO,RESTAURANTE,GARMENDIA AV. 4787,Paternal,Comuna 15
LA CUPERTINA,RESTAURANTE,"CABRERA, JOSE A. 5300",Palermo,Comuna 14
LA CUSPIDE,RESTAURANTE,BRASIL 2471,Parque Patricios,Comuna 4
LA CUYANA,RESTAURANTE,RIVADAVIA AV. 8802,Velez Sarsfield,Comuna 10
LA CÃâÃÂ TEDRA,RESTAURANTE,CERVIÃÆÃ¢â¬ËO AV. 4699,Palermo,Comuna 14
LA DAMA BOLLINI,RESTAURANTE,BOLLINI 2281,Recoleta,Comuna 2
LA DESPENSA,,ISABEL LA CATOLICA 310,Barracas,Comuna 4
LA DORADO,RESTAURANTE,MAIPU 646,San Nicolas,Comuna 1
LA DORITA,RESTAURANTE,HUMBOLDT 1905,Palermo,Comuna 14
LA DULCE ESQUINA,RESTAURANTE,"PACHECO DE MELO, JOSE ANDRES 2909",Recoleta,Comuna 2
LA ESCALERITA,RESTAURANTE,TUCUMAN 300,San Nicolas,Comuna 1
LA ESMERALDA,RESTAURANTE,CORDOBA AV. 3289,Recoleta,Comuna 2
LA ESPONJA,CONFITERIA,SEGUROLA AV. 1401,Floresta,Comuna 10
LA ESQUINA,RESTAURANTE,RIVADAVIA AV. 11400,Liniers,Comuna 9
LA ESQUINA,,NOGOYA 4602,Villa Devoto,Comuna 11
LA ESQUINA DE 25,RESTAURANTE,VIAMONTE 302,San Nicolas,Comuna 1
LA ESQUINA DE ANIBAL TROILO,RESTAURANTE,PARAGUAY 1500,Recoleta,Comuna 2
LA ESQUINA DE AREVALO,RESTAURANTE,GUATEMALA 5944,Palermo,Comuna 14
LA ESQUINA DE CHARCAS,RESTAURANTE,CHARCAS 4799,Palermo,Comuna 14
LA ESQUINA DE LAS FLORES,RESTAURANTE,"GOYENA, PEDRO AV. 1469",Caballito,Comuna 6
LA ESQUINA DE LOS PENSAMIENTOS,CONFITERIA,BERUTI 3897,Palermo,Comuna 14
LA ESTANCIA,CONFITERIA,SANTA FE AV. 3954,Palermo,Comuna 14
LA ESTANCIA,RESTAURANTE,LAVALLE 941,San Nicolas,Comuna 1
LA ESTRELLA,RESTAURANTE,BOLIVAR 1299,San Telmo,Comuna 1
LA ESTRELLA,RESTAURANTE,LAVALLE 690,San Nicolas,Comuna 1
LA ESTRELLA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 3201",Floresta,Comuna 10
LA ESTRELLA,RESTAURANTE,MORENO 2099,Balvanera,Comuna 3
LA ESTUFA,BAR,"VALLE IBERLUCEA del, Dr. 1250",Boca,Comuna 4
LA EULOGIA,RESTAURANTE,"GOYENA, PEDRO AV. 1002",Caballito,Comuna 6
LA FAMA,RESTAURANTE,LAVALLE 1899,Balvanera,Comuna 3
LA FAMILIA,RESTAURANTE,CASEROS AV. 2802,Parque Patricios,Comuna 4
LA FAMILIA,,GAONA AV. 3314,Flores,Comuna 7
LA FAMILIA,RESTAURANTE,ROOSEVELT FRANKLIN D. AV. 5700,Villa Urquiza,Comuna 12
LA FARMACIA,,DIRECTORIO AV. 2400,Flores,Comuna 7
LA FARMACIA,RESTAURANTE,BOLIVAR 898,San Telmo,Comuna 1
LA FAROLA,RESTAURANTE,MORENO 2902,Balvanera,Comuna 3
LA FAROLA,RESTAURANTE,ARAOZ 2341,Palermo,Comuna 14
LA FAROLA,RESTAURANTE,CABILDO AV. 2630,Belgrano,Comuna 13
LA FAROLA DE DEVOTO,RESTAURANTE,"BEIRO, FRANCISCO AV. 5201",Villa Devoto,Comuna 11
LA FAROLA DE LA BOCA,RESTAURANTE,"BROWN, ALTE. AV. 800",Boca,Comuna 4
LA FAROLA DE LINIERS,RESTAURANTE,RIVADAVIA AV. 11700,Liniers,Comuna 9
LA FAROLA DE STA FE,RESTAURANTE,SANTA FE AV. 1857,Recoleta,Comuna 2
LA FAROLA DE URQUIZA,RESTAURANTE,MONROE 5000,Villa Urquiza,Comuna 12
LA FAROLA EXPRESS DE PATRICIOS,RESTAURANTE,CASEROS AV. 2909,Parque Patricios,Comuna 4
LA FAROLA VIP,RESTAURANTE,SAN MARTIN AV. 7301,Villa Devoto,Comuna 11
LA FECHA DE AURELIO,CAFE,"BALBIN, RICARDO, DR. AV. 4002",Saavedra,Comuna 12
LA FINCA,RESTAURANTE,COSTA RICA 4015,Palermo,Comuna 14
LA FIOTA,RESTAURANTE,"ALEM, LEANDRO N. AV. 432",San Nicolas,Comuna 1
LA FLOR DE BARRACAS,RESTAURANTE,SUAREZ AV. 2095,Barracas,Comuna 4
LA FONDA DE POLO,RESTAURANTE,BAEZ 301,Palermo,Comuna 14
LA FONDA PORTEÃÆÃ¢â¬ËA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 931",Caballito,Comuna 6
LA FONDUE,RESTAURANTE,"SEGUI, JUAN FRANCISCO 4674",Palermo,Comuna 14
LA FORCHETTA,RESTAURANTE,"ALVEAR, MARCELO T. De 2335",Recoleta,Comuna 2
LA FUENTE,RESTAURANTE,SUIPACHA 30,San Nicolas,Comuna 1
LA FUNDACION,RESTAURANTE,URUGUAY 861,Retiro,Comuna 1
LA GALERA,RESTAURANTE,"BORGES, JORGE LUIS 1627",Palermo,Comuna 14
LA GANCHERA,RESTAURANTE,"DE LA TORRE, LISANDRO AV. 2430",Mataderos,Comuna 9
LA GENEROSA,RESTAURANTE,CORRIENTES AV. 4152,Almagro,Comuna 5
LA GIRALDA,RESTAURANTE,"PERON, EVA AV. 4989",Mataderos,Comuna 9
LA GIRALDA,CONFITERIA,CORRIENTES AV. 1473,San Nicolas,Comuna 1
LA GITANA,RESTAURANTE,"VALLE IBERLUCEA del, Dr. 1234",Boca,Comuna 4
LA GRAN LULI,RESTAURANTE,BONPLAND 2205,Palermo,Comuna 14
LA GRAN TABERNA,RESTAURANTE,COMBATE DE LOS POZOS 95,Balvanera,Comuna 3
LA GRAN VIA,RESTAURANTE,RIVADAVIA AV. 2014,Balvanera,Comuna 3
LA GRAN VIA,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 1899",NuÃÆÃÂ±ez,Comuna 13
LA GRILLA,RESTAURANTE,CUENCA 3694,Villa Devoto,Comuna 11
LA GRUTA,CAFE,ARENALES 2198,Recoleta,Comuna 2
LA HOGUER,CONFITERIA,MONTEVIDEO 562,San Nicolas,Comuna 1
LA HOGUERA,RESTAURANTE,CHARCAS 3390,Palermo,Comuna 14
LA HUERTA,RESTAURANTE,LAVALLE 895,San Nicolas,Comuna 1
LA IBERICA,RESTAURANTE,COCHABAMBA 1744,Constitucion,Comuna 1
L'AIGLON,RESTAURANTE,CALLAO AV. 98,Balvanera,Comuna 3
LA IMPRENTA,RESTAURANTE,MIGUELETES 868,Palermo,Comuna 14
LA ISLA,RESTAURANTE,TUCUMAN 732,San Nicolas,Comuna 1
LA JUVENTUS,RESTAURANTE,IRIGOYEN 1550,Versalles,Comuna 10
LA LEYENDA,RESTAURANTE,CORDOBA AV. 901,Retiro,Comuna 1
LA LOCANDA DEI TEMPLARI,CAFE,SANCHEZ DE BUSTAMANTE 2391,Recoleta,Comuna 2
LA LOGIA,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 471,Monserrat,Comuna 1
LA MADELEINE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 102",Puerto Madero,Comuna 1
LA MADRUGADA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 3799",Floresta,Comuna 10
LA MAGA,,SAN PEDRITO AV. 107,Flores,Comuna 7
LAMARCA,RESTAURANTE,RIVADAVIA AV. 7999,Floresta,Comuna 10
LA MARISQUERIA,RESTAURANTE,LAS HERAS GENERAL AV. 2743,Palermo,Comuna 14
LA MARQUISE,RESTAURANTE,VIAMONTE 1725,San Nicolas,Comuna 1
LA MAZAMORRA,RESTAURANTE,ALVAREZ THOMAS AV. 559,Colegiales,Comuna 13
LA MENSULA,RESTAURANTE,BAEZ 400,Palermo,Comuna 14
La Mezzetta,,ALVAREZ THOMAS AV. 1319,Villa Ortuzar,Comuna 15
LA MILAGROSA,,PRIMERA JUNTA 2159,Flores,Comuna 7
LA MIRAGE,RESTAURANTE,"LACROZE, FEDERICO AV. 3702",Chacarita,Comuna 15
LA MISION,RESTAURANTE,SANTA FE AV. 2020,Recoleta,Comuna 2
LA MISION,RESTAURANTE,"BEIRO, FRANCISCO AV. 4395",Villa Devoto,Comuna 11
LA MODERMA,RESTAURANTE,HUMBERTO 1Âº 699,San Telmo,Comuna 1
LA MONCLOA,RESTAURANTE,"SAENZ PEÃÆÃ¢â¬ËA, LUIS, PRES. 80",Monserrat,Comuna 1
LAMON DI,RESTAURANTE,"JUSTO, JUAN B. AV. 4040",Caballito,Comuna 6
LA MONTANA,RESTAURANTE,ARENALES 820,Retiro,Comuna 1
LA MONTURA,RESTAURANTE,PINZON 200,Boca,Comuna 4
LA MORA,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1202",San Nicolas,Comuna 1
LA MORADA,RESTAURANTE,LARREA 1336,Recoleta,Comuna 2
LA NENA,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 407",Caballito,Comuna 6
LANIN,RESTAURANTE,SUAREZ AV. 1999,Barracas,Comuna 4
LA NIÃÆÃ¢â¬ËA DE ORO,RESTAURANTE,SANTA FE AV. 4500,Palermo,Comuna 14
LA NONNA ROSA,RESTAURANTE,DEL LIBERTADOR AV. 6700,Belgrano,Comuna 13
LA NORTEÃÆÃ¢â¬ËITA,RESTAURANTE,"UGARTE, MANUEL 2390",Belgrano,Comuna 13
LA NUEVA AMISTAD,RESTAURANTE,"ACOSTA, MARIANO AV. 900",Parque Avellaneda,Comuna 9
LA NUEVA ARGENTINA,RESTAURANTE,SUAREZ 1399,Barracas,Comuna 4
LA NUEVA CRISTAL,BAR,CABILDO AV. 3698,NuÃÆÃÂ±ez,Comuna 13
LA NUEVA FAROLA,RESTAURANTE,INDEPENDENCIA AV. 2001,Balvanera,Comuna 3
LA NUEVA GATA,RESTAURANTE,AYACUCHO 1016,Recoleta,Comuna 2
LA NUEVA GATA ALEGRIA,RESTAURANTE,BILLINGHURST 2046,Recoleta,Comuna 2
LA NUEVA MONEDA,RESTAURANTE,LAVALLE 489,San Nicolas,Comuna 1
LA NUEVA ODEON,,RIVADAVIA AV. 7002,Flores,Comuna 7
LA NUEVA OLA,BAR,"ALVEAR, MARCELO T. De 2303",Recoleta,Comuna 2
LA NUEVA REAL,BAR,LAVALLE 1530,San Nicolas,Comuna 1
LA NUEVA SAN AGUSTIN,RESTAURANTE,LAS HERAS GENERAL AV. 2915,Palermo,Comuna 14
LA NUEVA VEREDA,RESTAURANTE,CONGRESO AV. 5286,Villa Urquiza,Comuna 12
LA OBRA,RESTAURANTE,"GOYENA, PEDRO AV. 1418",Caballito,Comuna 6
LA OCHAVA,RESTAURANTE,BAEZ 401,Palermo,Comuna 14
LA OFICINA,RESTAURANTE,LOPE DE VEGA AV. 1621,Monte Castro,Comuna 10
LA OPERA,BAR,CORRIENTES AV. 1791,San Nicolas,Comuna 1
LA PAILA,RESTAURANTE,COSTA RICA 4848,Palermo,Comuna 14
LA PALMAS,RESTAURANTE,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1100",Nueva Pompeya,Comuna 4
LA PALOMA,RESTAURANTE,ALVAREZ JONTE AV. 5799,Monte Castro,Comuna 10
LA PALOMA,CAFE,AVELLANEDA AV. 2300,Flores,Comuna 7
LA PALOMA DE PALERMO,RESTAURANTE,CHARCAS 5300,Palermo,Comuna 14
LA PAMPA,RESTAURANTE,"BLANES, JUAN MANUEL 80",Boca,Comuna 4
LA PAROLACCIA,BAR,RIOBAMBA 1046,Recoleta,Comuna 2
LA PAROLACCIA DEL MARE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1160",Puerto Madero,Comuna 1
LA PAROLACCIA TRATTORIAS,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1052",Puerto Madero,Comuna 1
LA PARRILLITA,,MALABIA 416,Villa Crespo,Comuna 15
LA PASCANA,RESTAURANTE,PARAGUAY 5100,Palermo,Comuna 14
LA PASCANO,RESTAURANTE,PARAGUAY 5498,Palermo,Comuna 14
LA PASTA,RESTAURANTE,"YRIGOYEN, HIPOLITO 2125",Balvanera,Comuna 3
LA PAUSA,RESTAURANTE,AZCUENAGA 691,Balvanera,Comuna 3
LA PAVA,RESTAURANTE,FERNANDEZ DE ENCISO 3909,Villa Devoto,Comuna 11
LA PAZ,CAFE,RIVADAVIA AV. 2651,Balvanera,Comuna 3
LA PAZ,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 5502",Mataderos,Comuna 9
LA PEDRERA,BAR,"LARRALDE, CRISOLOGO AV. 2999",Saavedra,Comuna 12
LA PEÃÆÃ¢â¬ËA DEL COLORADO,RESTAURANTE,GUEMES 3653,Palermo,Comuna 14
LA PEÃÆÃ¢â¬ËA DEL COYA,RESTAURANTE,LA PLATA AV. 1385,Parque Chacabuco,Comuna 7
LA PEPONA,CAFE,THAMES 2482,Palermo,Comuna 14
LA PERGOLA,CAFE,"VEGA, NICETO, Cnel. AV. 5909",Palermo,Comuna 14
LA PERGOLA,RESTAURANTE,CORDOBA 6600,Chacarita,Comuna 15
LA PERGOLA DE SAN TELMO,RESTAURANTE,DON ANSELMO AIETA 1075,San Telmo,Comuna 1
LA PERLA,RESTAURANTE,RIVADAVIA AV. 2800,Balvanera,Comuna 3
LA PERLA,RESTAURANTE,"CASTILLO, CATULO 2998",Parque Patricios,Comuna 4
LA PERLA,RESTAURANTE,DON PEDRO DE MENDOZA AV. 1891,Boca,Comuna 4
LA PERLITA,RESTAURANTE,JUJUY AV. 74,Balvanera,Comuna 3
LA PHARMACIE,RESTAURANTE,REPUBLICA DOMINICANA 3494,Palermo,Comuna 14
LA PIARA,RESTAURANTE,LAS HERAS GENERAL AV. 3541,Palermo,Comuna 14
LA PICOÃÆÃ¢â¬ËA,RESTAURANTE,VIAMONTE 1645,San Nicolas,Comuna 1
LA PIPA,RESTAURANTE,PAVON 1500,Constitucion,Comuna 1
LA PIPA DE MI PAPA,RESTAURANTE,CHILE 1600,Monserrat,Comuna 1
LA PIPETA,RESTAURANTE,SAN MARTIN 498,San Nicolas,Comuna 1
LA PIZZA LOCA,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 5890",Villa Urquiza,Comuna 12
LA PLACITA,RESTAURANTE,SERRANO 1600,Palermo,Comuna 14
LA PLANCHITA,RESTAURANTE,RIVADAVIA AV. 785,San Nicolas,Comuna 1
LA PLAYA,CAFE,SAN ISIDRO LABRADOR AV. 4894,Saavedra,Comuna 12
LA PLAZA,RESTAURANTE,"BORGES, JORGE LUIS 2380",Palermo,Comuna 14
LA PLAZA DEL VIRREY/ INTERCONTINENT,RESTAURANTE,MORENO 809,Monserrat,Comuna 1
